category,product,month,year,price
export-prices,Multigrade,November,2010,185 - 190
export-prices,Multigrade,December,2010,175 - 180
export-prices,Tear white shavings,January,2010,115 - 125
export-prices,Tear white shavings,February,2010,117 - 125
export-prices,Tear white shavings,March,2010,120 - 130
export-prices,Tear white shavings,April,2010,125 - 140
export-prices,Tear white shavings,May,2010,140 - 150
export-prices,Tear white shavings,June,2010,-
export-prices,Tear white shavings,July,2010,-
export-prices,Tear white shavings,August,2010,-
export-prices,Tear white shavings,September,2010,-
export-prices,Tear white shavings,October,2010,-
export-prices,Tear white shavings,November,2010,-
export-prices,Tear white shavings,December,2010,-
export-prices,White letter,January,2010,180 - 200
export-prices,White letter,February,2010,180 - 205
export-prices,White letter,March,2010,190 - 215
export-prices,White letter,April,2010,195 - 220
export-prices,White letter,May,2010,200 - 220
export-prices,White letter,June,2010,200 - 220
export-prices,White letter,July,2010,240 - 260
export-prices,White letter,August,2010,245 - 265
export-prices,White letter,September,2010,260 - 270
export-prices,White letter,October,2010,260 - 270
export-prices,White letter,November,2010,260 - 270
export-prices,White letter,December,2010,260 - 270
export-prices,Best white 2,January,2010,190 - 210
export-prices,Best white 2,February,2010,195 - 215
export-prices,Best white 2,March,2010,205 - 225
export-prices,Best white 2,April,2010,220 - 240
export-prices,Best white 2,May,2010,230 - 255
export-prices,Best white 2,June,2010,260 - 290
export-prices,Best white 2,July,2010,280 - 300
export-prices,Best white 2,August,2010,290 - 310
export-prices,Best white 2,September,2010,295 - 315
export-prices,Best white 2,October,2010,295 - 320
export-prices,Best white 2,November,2010,295 - 320
export-prices,Best white 2,December,2010,295 - 320
export-prices,Mixed papers,January,2011,98 - 106
export-prices,Mixed papers,February,2011,100 - 107
export-prices,Mixed papers,March,2011,106 - 111
export-prices,Mixed papers,April,2011,112 - 118
export-prices,Mixed papers,May,2011,112 - 119
export-prices,Mixed papers,June,2011,110 - 118
export-prices,Mixed papers,July,2011,114 - 123
export-prices,Mixed papers,August,2011,115 - 125
export-prices,Mixed papers,September,2011,115 - 123
export-prices,Mixed papers,October,2011,95 - 105
export-prices,Mixed papers,November,2011,60 - 74
export-prices,Mixed papers,December,2011,66 - 78
export-prices,Old kls (cardboard),January,2011,117 - 126
export-prices,Old kls (cardboard),February,2011,120 - 128
export-prices,Old kls (cardboard),March,2011,126 - 131
export-prices,Old kls (cardboard),April,2011,129 - 134
export-prices,Old kls (cardboard),May,2011,123 - 129
export-prices,Old kls (cardboard),June,2011,125 - 130
export-prices,Old kls (cardboard),July,2011,127 - 133
export-prices,Old kls (cardboard),August,2011,128 - 133
export-prices,Old kls (cardboard),September,2011,126 - 132
export-prices,Old kls (cardboard),October,2011,108 - 112
export-prices,Old kls (cardboard),November,2011,80 - 92
export-prices,Old kls (cardboard),December,2011,93 - 103
export-prices,News and pams,January,2011,118 - 121
export-prices,News and pams,February,2011,123 - 126
export-prices,News and pams,March,2011,130 - 138
export-prices,News and pams,April,2011,132 - 140
export-prices,News and pams,May,2011,132 - 140
export-prices,News and pams,June,2011,130 - 138
export-prices,News and pams,July,2011,135 - 139
export-prices,News and pams,August,2011,137 - 141
export-prices,News and pams,September,2011,137 - 141
export-prices,News and pams,October,2011,130 - 135
export-prices,News and pams,November,2011,100 - 105
export-prices,News and pams,December,2011,100 - 110
export-prices,Multigrade,January,2011,173 - 177
export-prices,Multigrade,February,2011,170 - 175
export-prices,Multigrade,March,2011,175 - 185
export-prices,Multigrade,April,2011,175 - 183
export-prices,Multigrade,May,2011,175 - 180
export-prices,Multigrade,June,2011,172 - 178
export-prices,Multigrade,July,2011,170 - 177
export-prices,Multigrade,August,2011,172 - 177
export-prices,Multigrade,September,2011,172 - 177
export-prices,Multigrade,October,2011,145 - 155
export-prices,Multigrade,November,2011,95 - 108
export-prices,Multigrade,December,2011,100 - 112
export-prices,White letter,January,2011,260 - 270
export-prices,White letter,February,2011,260 - 270
export-prices,White letter,March,2011,265 - 275
export-prices,White letter,April,2011,265 - 275
export-prices,White letter,May,2011,265 - 275
export-prices,White letter,June,2011,265 - 275
export-prices,White letter,July,2011,265 - 275
export-prices,White letter,August,2011,265 - 275
export-prices,White letter,September,2011,265 - 275
export-prices,White letter,October,2011,220 - 240
export-prices,White letter,November,2011,180 - 200
export-prices,White letter,December,2011,150 - 155
export-prices,Best white 2,January,2011,300 - 320
export-prices,Best white 2,February,2011,200 - 320
export-prices,Best white 2,March,2011,310 - 330
export-prices,Best white 2,April,2011,315 - 335
export-prices,Best white 2,May,2011,315 - 335
export-prices,Best white 2,June,2011,320 - 340
export-prices,Best white 2,July,2011,325 - 350
export-prices,Best white 2,August,2011,325 - 350
export-prices,Best white 2,September,2011,325 - 345
export-prices,Best white 2,October,2011,300 - 330
export-prices,Best white 2,November,2011,260 - 290
export-prices,Best white 2,December,2011,245 - 250
export-prices,Mixed papers,January,2012,80 - 85
export-prices,Mixed papers,February,2012,90 - 98
export-prices,Mixed papers,March,2012,88 - 95
export-prices,Mixed papers,April,2012,83 - 92
export-prices,Mixed papers,May,2012,64 - 74
export-prices,Mixed papers,June,2012,60 - 70
export-prices,Mixed papers,July,2012,50 - 60
export-prices,Mixed papers,August,2012,38 - 48
export-prices,Mixed papers,September,2012,30 - 45
export-prices,Mixed papers,October,2012,35 - 52
export-prices,Mixed papers,November,2012,50 - 70
export-prices,Mixed papers,December,2012,45 - 60
export-prices,Old kls (cardboard),January,2012,105 - 116
export-prices,Old kls (cardboard),February,2012,110 - 124
export-prices,Old kls (cardboard),March,2012,106 - 112
export-prices,Old kls (cardboard),April,2012,95 - 102
export-prices,Old kls (cardboard),May,2012,82 - 90
export-prices,Old kls (cardboard),June,2012,80 - 85
export-prices,Old kls (cardboard),July,2012,68 - 75
export-prices,Old kls (cardboard),August,2012,62 - 66
export-prices,Old kls (cardboard),September,2012,63 - 72
export-prices,Old kls (cardboard),October,2012,72 - 84
export-prices,Old kls (cardboard),November,2012,84 - 90
export-prices,Old kls (cardboard),December,2012,77 - 82
export-prices,News and pams,January,2012,100 - 110
export-prices,News and pams,February,2012,115 - 120
export-prices,News and pams,March,2012,115 - 120
export-prices,News and pams,April,2012,110 - 120
export-prices,News and pams,May,2012,105 - 110
export-prices,News and pams,June,2012,100 - 110
export-prices,News and pams,July,2012,100 - 105
export-prices,News and pams,August,2012,85 - 95
export-prices,News and pams,September,2012,85 - 95
export-prices,News and pams,October,2012,85 - 95
export-prices,News and pams,November,2012,85 - 95
export-prices,News and pams,December,2012,85 - 90
export-prices,Multigrade,January,2012,105 - 115
export-prices,Multigrade,February,2012,115 - 130
export-prices,Multigrade,March,2012,120 - 127
export-prices,Multigrade,April,2012,105 - 112
export-prices,Multigrade,May,2012,100 - 108
export-prices,Multigrade,June,2012,98 - 110
export-prices,Multigrade,July,2012,100 - 108
export-prices,Multigrade,August,2012,95 - 105
export-prices,Multigrade,September,2012,97 - 107
export-prices,Multigrade,October,2012,102 - 108
export-prices,Multigrade,November,2012,100 - 110
export-prices,Multigrade,December,2012,102 - 110
export-prices,White letter,January,2012,155 - 165
export-prices,White letter,February,2012,160 - 180
export-prices,White letter,March,2012,170 - 180
export-prices,White letter,April,2012,165 - 175
export-prices,White letter,May,2012,150 - 160
export-prices,White letter,June,2012,155 - 165
export-prices,White letter,July,2012,155 - 165
export-prices,White letter,August,2012,150 - 160
export-prices,White letter,September,2012,145 - 155
export-prices,White letter,October,2012,145 - 155
export-prices,White letter,November,2012,155 - 165
export-prices,White letter,December,2012,150 - 160
export-prices,Best white 2,January,2012,240 - 250
export-prices,Best white 2,February,2012,235 - 250
export-prices,Best white 2,March,2012,240 - 250
export-prices,Best white 2,April,2012,235 - 240
export-prices,Best white 2,May,2012,210 - 224
export-prices,Best white 2,June,2012,205 - 220
export-prices,Best white 2,July,2012,200 - 205
export-prices,Best white 2,August,2012,190 - 200
export-prices,Best white 2,September,2012,190 - 200
export-prices,Best white 2,October,2012,195 - 200
export-prices,Best white 2,November,2012,180 - 205
export-prices,Best white 2,December,2012,190 - 215
export-prices,Mixed papers,January,2013,55 - 65
export-prices,Mixed papers,February,2013,50 - 67
export-prices,Mixed papers,March,2013,47 - 71
export-prices,Mixed papers,April,2013,47 - 72
export-prices,Mixed papers,May,2013,52 - 70
export-prices,Mixed papers,June,2013,58 - 75
export-prices,Mixed papers,July,2013,60 - 74
export-prices,Mixed papers,August,2013,62 - 68
export-prices,Mixed papers,September,2013,68 - 74
export-prices,Mixed papers,October,2013,68 - 75
export-prices,Mixed papers,November,2013,69 - 79
export-prices,Mixed papers,December,2013,69 - 77
export-prices,Old kls (cardboard),January,2013,80 - 90
export-prices,Old kls (cardboard),February,2013,85 - 90
export-prices,Old kls (cardboard),March,2013,90 - 98
export-prices,Old kls (cardboard),April,2013,86 - 90
export-prices,Old kls (cardboard),May,2013,78 - 85
export-prices,Old kls (cardboard),June,2013,82 - 92
export-prices,Old kls (cardboard),July,2013,87 - 95
export-prices,Old kls (cardboard),August,2013,94 - 100
export-prices,Old kls (cardboard),September,2013,96 - 101
export-prices,Old kls (cardboard),October,2013,92 - 96
export-prices,Old kls (cardboard),November,2013,87 - 92
export-prices,Old kls (cardboard),December,2013,86 - 91
export-prices,News and pams,January,2013,83 - 90
export-prices,News and pams,February,2013,80 - 85
export-prices,News and pams,March,2013,80 - 90
export-prices,News and pams,April,2013,85 - 95
export-prices,News and pams,May,2013,80 - 90
export-prices,News and pams,June,2013,85 - 90
export-prices,News and pams,July,2013,90 - 100
export-prices,News and pams,August,2013,92 - 102
export-prices,News and pams,September,2013,98 - 103
export-prices,News and pams,October,2013,95 - 100
export-prices,News and pams,November,2013,95 - 100
export-prices,News and pams,December,2013,90 - 96
export-prices,Multigrade,January,2013,105 - 110
export-prices,Multigrade,February,2013,108 - 115
export-prices,Multigrade,March,2013,115 - 120
export-prices,Multigrade,April,2013,120 - 127
export-prices,Multigrade,May,2013,118 - 125
export-prices,Multigrade,June,2013,117 - 123
export-prices,Multigrade,July,2013,114 - 120
export-prices,Multigrade,August,2013,115 - 118
export-prices,Multigrade,September,2013,109 - 114
export-prices,Multigrade,October,2013,111 - 117
export-prices,Multigrade,November,2013,110 - 116
export-prices,Multigrade,December,2013,110 - 117
export-prices,White letter,January,2013,148 - 158
export-prices,White letter,February,2013,150 - 162
export-prices,White letter,March,2013,153 - 166
export-prices,White letter,April,2013,155 - 165
export-prices,White letter,May,2013,155 - 163
export-prices,White letter,June,2013,152 - 160
export-prices,White letter,July,2013,152 - 157
export-prices,White letter,August,2013,152 - 157
export-prices,White letter,September,2013,160 - 165
export-prices,White letter,October,2013,165 - 180
export-prices,White letter,November,2013,165 - 182
export-prices,White letter,December,2013,165 - 175
export-prices,Best white 2,January,2013,195 - 220
export-prices,Best white 2,February,2013,202 - 215
export-prices,Best white 2,March,2013,206 - 215
export-prices,Best white 2,April,2013,210 - 220
export-prices,Best white 2,May,2013,212 - 220
export-prices,Best white 2,June,2013,210 - 220
export-prices,Best white 2,July,2013,210 - 220
export-prices,Best white 2,August,2013,210 - 220
export-prices,Best white 2,September,2013,215 - 225
export-prices,Best white 2,October,2013,220 - 225
export-prices,Best white 2,November,2013,220 - 230
export-prices,Best white 2,December,2013,215 - 220
export-prices,Mixed papers,January,2014,68 - 78
export-prices,Mixed papers,February,2014,68 - 70
export-prices,Mixed papers,March,2014,57 - 62
export-prices,Mixed papers,April,2014,53 - 61
export-prices,Mixed papers,May,2014,53 - 62
export-prices,Mixed papers,June,2014,52 - 60
export-prices,Mixed papers,July,2014,53 - 61
export-prices,Mixed papers,August,2014,55 - 61
export-prices,Mixed papers,September,2014,56 - 61
export-prices,Mixed papers,October,2014,54 - 61
